GIORNO_RIFERIMENTO;C1_A1;C1_B1;C1_C1;C1_D1;C1_E1;C1_F1;C1_A2;C1_B2;C1_C2;C1_D2;C1_E2;C1_F2;C1_A3;C1_B3;C1_C3;C1_D3;C1_E3;C1_F3;C2;C4;T1_1;T1_2;T1_3
11/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449;0.94294846;0.83362574;0.83869949;1.33761632;1.33761632;1.19485794;1.13415164;1.00258473;1.00709881;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
12/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449;0.94294846;0.83362574;0.83869949;1.33761632;1.33761632;1.19485794;1.13415164;1.00258473;1.00709881;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
13/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449;0.94294846;0.83362574;0.83869949;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.33062123;0.00000001;0.35464888;0.43150336;0.00000001
14/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.33062123;0.00000001;0.35464888;0.00000001;0.00000001
15/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568677;1.4568677;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
16/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568677;1.4568677;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
17/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568677;1.4568677;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
18/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568677;1.4568677;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
19/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568677;1.4568677;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
20/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.33062123;0.00000001;0.35464888;0.43150336;0.00000001
21/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.33062123;0.00000001;0.35464888;0.00000001;0.00000001
22/01/2018;0.93342406;0.93342406;0.87976333;0.72103269;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88825838;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06837197;0.98707774;0.95203697;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
23/01/2018;0.93342406;0.93342406;0.87976333;0.72103269;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88825838;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06837197;0.98707774;0.95203697;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
24/01/2018;0.93342406;0.93342406;0.87976333;0.72103269;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88825838;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06837197;0.98707774;0.95203697;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
25/01/2018;0.93342406;0.93342406;0.87976333;0.71841005;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88502749;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06448594;0.98707774;0.95203697;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
26/01/2018;0.93342406;0.93342406;0.87976333;0.71841005;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88502749;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06448594;0.98707774;0.95203697;0.33062123;0.00000001;0.35464888;0.43150336;0.51722923
