GIORNO_RIFERIMENTO;C1_A1;C1_B1;C1_C1;C1_D1;C1_E1;C1_F1;C1_A2;C1_B2;C1_C2;C1_D2;C1_E2;C1_F2;C1_A3;C1_B3;C1_C3;C1_D3;C1_E3;C1_F3;C2;C4;T1_1;T1_2;T1_3
01/01/2018;0.86697908;0.86697908;0.75699585;0.83599928;0.64143703;0.71282156;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;1e-08;1e-08
02/01/2018;0.86697908;0.86697908;0.75699585;0.83599928;0.64143703;0.71282156;1.05876366;1.05876366;0.91864406;1.02988862;0.78570366;0.87617225;1.27564051;1.27564051;1.1040028;1.2387208;0.94494981;1.05209559;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
03/01/2018;0.86697908;0.86697908;0.75699585;0.83599928;0.64143703;0.71282156;1.05876366;1.05876366;0.91864406;1.02988862;0.78570366;0.87617225;1.27564051;1.27564051;1.1040028;1.2387208;0.94494981;1.05209559;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
04/01/2018;0.86697908;0.86697908;0.75699585;0.83599928;0.64143703;0.71282156;1.05876366;1.05876366;0.91864406;1.02988862;0.78570366;0.87617225;1.27564051;1.27564051;1.1040028;1.2387208;0.94494981;1.05209559;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
05/01/2018;0.86697908;0.86697908;0.75699585;0.83599928;0.64143703;0.71282156;1.05876366;1.05876366;0.91864406;1.02988862;0.78570366;0.87617225;1.27564051;1.27564051;1.1040028;1.2387208;0.94494981;1.05209559;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
06/01/2018;0.86697908;0.86697908;0.75699585;0.83599928;0.64143703;0.71282156;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;1e-08;1e-08
07/01/2018;0.86697908;0.86697908;0.75699585;0.83599928;0.64143518;0.71282156;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;1e-08;1e-08
08/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449000000001;0.94294846;0.83362574;0.83869949;1.33761632;1.33761632;1.19485794;1.13415164;1.00258473;1.00709881;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
09/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449000000001;0.94294846;0.83362574;0.83869949;1.33761632;1.33761632;1.19485794;1.13415164;1.00258473;1.00709881;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
10/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449000000001;0.94294846;0.83362574;0.83869949;1.33761632;1.33761632;1.19485794;1.13415164;1.00258473;1.00709881;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
11/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449000000001;0.94294846;0.83362574;0.83869949;1.33761632;1.33761632;1.19485794;1.13415164;1.00258473;1.00709881;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
12/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449000000001;0.94294846;0.83362574;0.83869949;1.33761632;1.33761632;1.19485794;1.13415164;1.00258473;1.00709881;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
13/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1.11020271;1.11020271;0.9942449000000001;0.94294846;0.83362574;0.83869949;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;0.43150336;1e-08
14/01/2018;0.90910045;0.90910045;0.81929367;0.76542668;0.68055993;0.6823351;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;1e-08;1e-08
15/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568676999999999;1.4568676999999999;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
16/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568676999999999;1.4568676999999999;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
17/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568676999999999;1.4568676999999999;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
18/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568676999999999;1.4568676999999999;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
19/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1.4568676999999999;1.4568676999999999;1.2830469;1.06837197;1.01366115;0.97157505;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
20/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1.20917968;1.20917968;1.0676272;0.88825838;0.84283553;0.80911574;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;0.43150336;1e-08
21/01/2018;0.99014872;0.99014872;0.87976333;0.72103269;0.68807866;0.65826684;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;1e-08;1e-08
22/01/2018;0.93342406;0.93342406;0.87976333;0.72103269;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88825838;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06837197;0.98707774;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
23/01/2018;0.93342406;0.93342406;0.87976333;0.72103269;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88825838;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06837197;0.98707774;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
24/01/2018;0.93342406;0.93342406;0.87976333;0.72103269;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88825838;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06837197;0.98707774;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
25/01/2018;0.93342406;0.93342406;0.87976333;0.71841005;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88502749;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06448594;0.98707774;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
26/01/2018;0.93342406;0.93342406;0.87976333;0.71841005;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88502749;0.82073205;0.79284467;1.37340517;1.37340517;1.2830469;1.06448594;0.98707774;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
27/01/2018;0.93342406;0.93342406;0.87976333;0.71841005;0.6700337;0.6450293;1.13990695;1.13990695;1.0676272;0.88502749;0.82073205;0.79284467;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;0.43150336;1e-08
28/01/2018;0.93342406;0.93342406;0.87976333;0.71841005;0.6700337;0.6450293;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33062123;1e-08;0.35464888;1e-08;1e-08
29/01/2018;0.93342406;0.93342406;0.80949664;0.71841005;0.65647449;0.6450293;1.13990695;1.13990695;0.98235582;0.88502749;0.80412321;0.79284467;1.37340517;1.37340517;1.18056996;1.06448594;0.96710263;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
30/01/2018;0.92206087;0.92206087;0.80949664;0.71841005;0.65647449;0.6450293;1.1260301000000001;1.1260301000000001;0.98235582;0.88502749;0.80412321;0.79284467;1.35668579;1.35668579;1.18056996;1.06448594;0.96710263;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
31/01/2018;0.92206087;0.92206087;0.80949664;0.71841005;0.65647449;0.6450293;1.1260301000000001;1.1260301000000001;0.98235582;0.88502749;0.80412321;0.79284467;1.35668579;1.35668579;1.18056996;1.06448594;0.96710263;0.95203697;0.33062123;1e-08;0.35464888;0.43150336;0.51722923
01/02/2018;0.92206087;0.92206087;0.80949664;0.68274228;0.65647449;0.59609052;1.1260301000000001;1.1260301000000001;0.98235582;0.84108745;0.80412321;0.73269104;1.35668579;1.35668579;1.18056996;1.01163612;0.96710263;0.87980533;0.33775053;1e-08;0.34989312;0.42569472;0.51027713
02/02/2018;0.92206087;0.92206087;0.80949664;0.68274228;0.65647449;0.59609052;1.1260301000000001;1.1260301000000001;0.98235582;0.84108745;0.80412321;0.73269104;1.35668579;1.35668579;1.18056996;1.01163612;0.96710263;0.87980533;0.33775053;1e-08;0.34989312;0.42569472;0.51027713
03/02/2018;0.92206087;0.92206087;0.80949664;0.68274228;0.65647449;0.59609052;1.1260301000000001;1.1260301000000001;0.98235582;0.84108745;0.80412321;0.73269104;1e-08;1e-08;1e-08;1e-08;1e-08;1e-08;0.33775053;1e-08;0.34989312;0.42569472;1e-08
